TF	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10
Pou3f3	0.19822209	0.17794486	0.01457237	0.22109489	0.06755514	0.0	0.14793659	0.13682359	0.0343551	0.0
Pou4f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pou4f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pou5f1	0.0	0.0	0.0	0.0	0.85869851	0.0	0.0	0.0	0.04509809	0.08849469
Pou6f2	0.0	0.41154657	0.0	0.18473096	0.01626666	0.29787633	0.0	0.01369	0.07170118	0.0
Ppara	0.0	0.0	0.0	0.22547638	0.0	0.01243168	0.16262974	0.30387675	0.0	0.29310892
Ppard	0.0	0.0	0.05055372	0.01900183	0.22390056	0.10292097	0.10278881	0.3227762	0.0	0.17584159
Pparg	0.0	0.0	0.0	0.0	0.95339288	0.0	0.0	0.0	0.0	0.03660011
Prdm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prdm4	0.0	0.0	0.85816049	0.12570897	0.0	0.0	0.0	0.0	0.0	0.0
Prox1	0.0	0.0	0.28055915	0.0	0.2383779	0.0	0.0	0.0	0.21481095	0.26289024
Prrx1	0.0	0.0	0.0	0.60502342	0.0	0.0	0.36931894	0.00555699	0.0	0.01558385
Prrx2	0.00565488	0.0	0.0	0.54917934	0.0	0.0	0.42335406	0.0	0.0	0.01713094
Rad21	0.03342862	0.0	0.0	0.00192906	0.0	0.0	0.0	0.0	0.92412024	0.0
Rara	0.06049986	0.0	0.0	0.0	0.24524246	0.12999797	0.08334772	0.00688406	0.28944275	0.18249278
Rarb	0.18002856	0.0	0.18087817	0.06575233	0.0	0.06279464	0.12896387	0.0	0.18626091	0.19397154
Rarg	0.18435424	0.0	0.10853623	0.11271459	0.03366547	0.1548024	0.13217429	0.08763941	0.11946415	0.06519976
Rax	0.0	0.00018985	0.0	0.46049706	0.0	0.0	0.52036197	0.01404827	0.0	0.0
Rest	0.36449456	0.23768475	0.00583199	0.04774742	0.32321944	0.0	0.0	0.0	0.01846546	0.0
Rfx1	0.0136457	0.0	0.11221667	0.00073681	0.39730806	0.0	0.0	0.25240155	0.20677206	0.01301056
Rfx2	0.02716341	0.0	0.02041029	0.0	0.45754412	0.0	0.0	0.33677639	0.12556258	0.02807695
Rfx3	0.02218635	0.0	0.06790041	0.0	0.03233015	0.0	0.0	0.51813214	0.34146589	0.01215565
Rfx4	0.0	0.0	0.0	0.0	0.44865376	0.0	0.0	0.54676299	0.0	0.0
Rfx5	0.23818077	0.0	0.03668633	0.0	0.0	0.02822592	0.17468712	0.0	0.24791982	0.27233457
Rfx7	0.31468071	0.0	0.03431776	0.0	0.0	0.02062982	0.08942985	0.0	0.3204205	0.21796242
Rora	0.08406497	0.0	0.0620158	0.25520712	0.18698498	0.00055501	0.16589472	0.17161657	0.0	0.0718173
Rorb	0.28083683	0.0	0.0	0.0	0.0	0.32578973	0.21886263	0.0	0.17234266	0.0
Rorc	0.24978169	0.0	0.08594664	0.0	0.0	0.0	0.0	0.31732053	0.0	0.34480811
Rreb1	0.03156792	0.00170778	0.05174538	0.0	0.0	0.26696089	0.0	0.35723313	0.19638864	0.07440933
Runx1	0.3430966	0.0	0.0	0.0	0.24840771	0.0	0.0	0.0	0.40584906	0.0
Runx2	0.40311815	0.0	0.0	0.0	0.29423866	0.0	0.0	0.0	0.29956271	0.0
Runx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80049602	0.19505069
Rxra	0.16386354	0.16160269	0.03952519	0.04950007	0.18058254	0.01579903	0.11214237	0.0	0.04451696	0.23077887
Rxrb	0.15466139	0.11484102	0.06522077	0.0325608	0.13610998	0.05084898	0.05818494	0.13782785	0.18693985	0.06165372
Rxrg	0.0	0.29431671	0.01453146	0.22686604	0.0	0.0	0.25262511	0.00169454	0.20747798	0.0
Scrt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scrt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Setdb1	0.0	0.0	0.0	0.0	0.33384878	0.0	0.27007205	0.23194089	0.13220426	0.0278574
Shox2	0.00902329	0.0	0.0	0.35760992	0.02634889	0.0	0.49040208	0.0157126	0.09644785	0.0
Sin3a	0.60281854	0.0	0.08525518	0.14137766	0.01475001	0.08005372	0.0	0.0	0.07146211	0.0
Smad3	0.0	0.0	0.0	0.92555748	0.0	0.0	0.0	0.02224062	0.04215875	0.0
Sox10	0.0	0.0	0.0	0.64084528	0.0	0.31325812	0.0	0.01826866	0.0	0.0
Sox11	0.0	0.0	0.41873695	0.02559337	0.0	0.54906763	0.0	0.0	0.0	0.0
Sox12	0.01128594	0.49984637	0.2661443	0.17276895	0.0	0.0	0.0	0.04591467	0.0	0.0
Sox15	0.0	0.0	0.0	0.29982612	0.1775724	0.00295166	0.0	0.45093712	0.06539647	0.0
Sox17	0.0	0.0	0.0	0.0	0.0	0.98824035	0.0	0.0	0.0	0.0
Sox18	0.0	0.0	0.0	0.00695976	0.0	0.98142916	0.0	0.0	0.0	0.0
Sox2	0.44208493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55278129
Sox21	0.45214552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54364917
Sox4	0.00587846	0.30919809	0.17306741	0.31305876	0.0	0.11897721	0.0	0.07713642	0.0	0.0
Sox7	0.0	0.0	0.0	0.0116134	0.0	0.97653462	0.0	0.0	0.0	0.0
Sox8	0.0	0.50245892	0.01801085	0.0	0.148676	0.0	0.0	0.0012717	0.3253545	0.0
Sox9	0.01588301	0.0	0.08655787	0.85837068	0.00013603	0.0	0.0	0.0	0.0	0.02417847
Sp100	0.0	0.0	0.0	0.00012567	0.2898283	0.0	0.65890569	0.0	0.0	0.01822137
Spdef	0.0	0.0	0.05398924	0.0	0.0	0.07444037	0.0	0.83827193	0.0	0.02650064
Spi1	0.0	0.0	0.0	0.0	0.82121313	0.00932084	0.0	0.02172462	0.14079242	0.0
Spib	0.0	0.0	0.0	0.0	0.0	0.0013308	0.0	0.0	0.48280658	0.4758616
Spic	0.0	0.0	0.0	0.0	0.15827844	0.02949221	0.0	0.05642004	0.72212324	0.0
Srebf1	0.30411408	0.0	0.0	0.13006977	0.25484321	0.0	0.0	0.0	0.0	0.30797104
Srebf2	0.16721436	0.0	0.0	0.08018739	0.2299799	0.0	0.0	0.0	0.21680513	0.30312229
Tal1	0.0	0.0	0.21766766	0.00954582	0.0	0.54381925	0.0	0.0	0.22260167	0.0
Tal2	0.0	0.0	0.02438348	0.0	0.0	0.00503043	0.0	0.0	0.96206436	0.0
Tbp	0.19636625	0.0	0.05663042	0.03875846	0.17681131	0.10110407	0.14973416	0.1398381	0.13931668	0.0
Tbr1	0.0	0.25800435	0.0	0.0	0.27266635	0.15180249	0.23124095	0.05031047	0.03375726	0.0
Tbx1	0.0	0.0	0.99177903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbx15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbx18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbx20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbx21	0.0	0.0	0.0	0.0	0.0	0.00804373	0.0	0.0	0.30221722	0.67866499
Tbx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbx5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tcf12	0.0	0.0	0.18894664	0.06356814	0.21378424	0.0	0.0	0.14032584	0.18757168	0.20338663
Tcf21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tcf3	0.0	0.0	0.09019871	0.0	0.29970996	0.0	0.0	0.11362217	0.24827493	0.24574387
Tcf4	0.0	0.0	0.46851907	0.05820012	0.0	0.0	0.0	0.0	0.46985757	0.0
Tead1	0.16787315	0.14535271	0.0	0.17277488	0.0	0.0018718	0.12215989	0.20581742	0.0	0.18275134
Tead2	0.12123977	0.01713531	0.2891669	0.1831858	0.0	0.1870591	0.13864486	0.0	0.0	0.06207174
Tead3	0.14883663	0.14041713	0.07564602	0.17140544	0.0	0.0	0.10775787	0.18938584	0.0	0.16531473
Tead4	0.18817222	0.20497963	0.0	0.0	0.0	0.30759805	0.0	0.28233922	0.0	0.01507717
Tef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tfap2a	0.17168226	0.03273564	0.02228399	0.06114606	0.15884569	0.13682699	0.13766569	0.07483569	0.0	0.20252476
Tfap2b	0.0	0.0	0.13732449	0.32887308	0.0	0.18940049	0.22554774	0.07090055	0.0	0.04563386
Tfap2c	0.0	0.0	0.25978282	0.00857104	0.0	0.00539615	0.0	0.61235193	0.10894972	0.0
Tfap4	0.34743168	0.15317506	0.04460566	0.12675056	0.0	0.02911576	0.0	0.0	0.23899055	0.0571618
Tfcp2	0.0	0.0	0.0	0.0	0.0	0.00948543	0.0	0.0	0.06512086	0.69563129
Thap1	0.9357614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23e-06	0.04305589
Thra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thrb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trp53	0.0	0.0	0.03867822	0.02338988	0.33760905	0.14354718	0.28397543	0.011333	0.02791538	0.13075842
Trp63	0.0	0.0	0.0	2.348e-05	0.0	0.0	0.93070573	0.0	0.0	0.02087173
Trp73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uncx	0.0	0.0	0.28528282	0.0	0.32852288	0.0	0.0	0.34649699	0.03708863	0.0
Vax2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vdr	0.28029385	0.0	0.0	0.0	0.0	0.0	0.0	0.70995916	0.0	0.0040244
Vsx1	0.0	0.33767908	0.0	0.25203534	0.0	0.08969546	0.0	0.24540408	0.07236118	0.0
Xbp1	0.2714994	0.0	0.03956344	0.0	0.11301102	0.0	0.0	0.0	0.47263563	0.05578589
Yy1	0.1533188	0.12566795	0.0904183	0.03972446	0.12952812	0.10708663	0.08906284	0.13092217	0.13317626	0.0
Zbtb14	0.24496551	0.0	0.04400537	0.0	0.12001991	0.0	0.0	0.0	0.41265823	0.06504358
Zbtb33	0.0	0.99096257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zbtb49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zbtb7a	0.35990128	0.0	0.01733572	0.0	0.0	0.0	0.0	0.18366694	0.0	0.43534817
Zbtb7b	0.32135159	0.15301586	0.0	0.0	0.0	0.0	0.0	0.24329546	0.07984049	0.19957505
Zfp105	0.0	0.0	0.12913929	0.09976093	0.25978726	0.17583082	0.23179068	0.0	0.10132983	0.0
Zfp128	0.23891136	0.21512365	0.31462635	0.0	0.0	0.0011181	0.18799409	0.02534781	0.0	0.01464187
Zfp3	0.0	0.0	0.0	0.0	0.98091749	0.0	0.0	0.0	0.0	0.0
Zic1	0.0	0.0	0.0	0.25504419	0.34157137	0.0	0.0	0.40024051	0.0	0.0
Zic2	0.23076387	0.0	0.34499105	0.12276547	0.0	0.04175297	0.0	0.0	0.0269766	0.23078812
Zic3	0.0	0.0	0.00489356	0.28432551	0.0	0.0	0.0	0.43336346	0.2739358	0.0
Zic4	0.0	0.0	0.0	0.0	0.0	0.98769327	0.0	0.0	0.0	0.0
Zscan22	0.0	0.0200491	0.87161498	0.05627151	0.0	0.01302442	0.0	0.0	0.0	0.0
